1881666212,"{'home': 0.0, 'work': 0.0}"
1901487054,"{'home': 0.408997955010225, 'work': 0.23148148148148145}"
1813482925,"{'home': 0.6134969325153374, 'work': 0.5787037037037037}"
2055207337,"{'home': 1.8404907975460123, 'work': 5.439814814814815}"
1868995340,"{'home': 2.044989775051125, 'work': 6.25}"
1788911247,"{'home': 5.112474437627812, 'work': 6.365740740740741}"
2203416793,"{'home': 0.408997955010225, 'work': 0.5787037037037037}"
3201769621,"{'home': 3.067484662576687, 'work': 5.671296296296297}"
1272651680,"{'home': 3.067484662576687, 'work': 8.333333333333332}"
3268947881,"{'home': 1.6359918200409, 'work': 4.050925925925926}"
1997641692,"{'home': 1.8404907975460123, 'work': 3.7037037037037033}"
1769165581,"{'home': 1.8404907975460123, 'work': 1.2731481481481481}"
1459277820,"{'home': 2.4539877300613497, 'work': 9.375}"
1218353337,"{'home': 5.112474437627812, 'work': 13.773148148148149}"
2241275235,"{'home': 0.6134969325153374, 'work': 0.8101851851851851}"
1314608344,"{'home': 19.427402862985684, 'work': 25.34722222222222}"
1338738570,"{'home': 2.2494887525562373, 'work': 5.439814814814815}"
1276412035,"{'home': 1.6359918200409, 'work': 8.101851851851851}"
1363109590,"{'home': 1.0224948875255624, 'work': 1.2731481481481481}"
1826792401,"{'home': 0.0, 'work': 0.23148148148148145}"
1650361587,"{'home': 0.0, 'work': 0.0}"
3217179555,"{'home': 5.930470347648262, 'work': 3.587962962962963}"
1194868525,"{'home': 2.044989775051125, 'work': 4.513888888888888}"
1866319581,"{'home': 3.2719836400818, 'work': 9.25925925925926}"
1735047885,"{'home': 6.134969325153374, 'work': 11.921296296296296}"
1671342103,"{'home': 0.6134969325153374, 'work': 0.6944444444444444}"
1807715644,"{'home': 3.476482617586912, 'work': 4.976851851851852}"
1216766752,"{'home': 2.044989775051125, 'work': 3.356481481481482}"
1895964183,"{'home': 2.658486707566462, 'work': 2.199074074074074}"
2154411657,"{'home': 3.885480572597137, 'work': 11.458333333333332}"
1913886700,"{'home': 2.044989775051125, 'work': 4.861111111111112}"
1803570001,"{'home': 4.08997955010225, 'work': 15.046296296296296}"
2010286582,"{'home': 1.0224948875255624, 'work': 3.587962962962963}"
3229125510,"{'home': 4.294478527607362, 'work': 5.092592592592593}"
1458470903,"{'home': 1.8404907975460123, 'work': 4.166666666666666}"
2686572051,"{'home': 1.8404907975460123, 'work': 4.166666666666666}"
1087770692,"{'home': 1.0224948875255624, 'work': 1.2731481481481481}"
1700757973,"{'home': 3.067484662576687, 'work': 8.564814814814815}"
1197161814,"{'home': 2.658486707566462, 'work': 6.25}"
1866179020,"{'home': 0.6134969325153374, 'work': 0.11574074074074073}"
1786822605,"{'home': 1.0224948875255624, 'work': 4.62962962962963}"
1878546883,"{'home': 0.81799591002045, 'work': 0.5787037037037037}"
2390654513,"{'home': 0.0, 'work': 0.23148148148148145}"
1647171880,"{'home': 2.044989775051125, 'work': 3.4722222222222223}"
1299532580,"{'home': 0.408997955010225, 'work': 0.6944444444444444}"
1867790553,"{'home': 0.6134969325153374, 'work': 1.2731481481481481}"
1053953693,"{'home': 9.611451942740286, 'work': 18.75}"
1810465684,"{'home': 5.316973415132924, 'work': 9.375}"
1342829361,"{'home': 0.408997955010225, 'work': 1.7361111111111112}"
1571497285,"{'home': 2.044989775051125, 'work': 6.481481481481481}"
1705180884,"{'home': 0.408997955010225, 'work': 0.3472222222222222}"
1680241201,"{'home': 0.2044989775051125, 'work': 0.6944444444444444}"
1863470991,"{'home': 0.81799591002045, 'work': 1.2731481481481481}"
1659626844,"{'home': 3.2719836400818, 'work': 4.62962962962963}"
2116813703,"{'home': 4.4989775051124745, 'work': 4.74537037037037}"
1483330984,"{'home': 17.995910020449898, 'work': 30.90277777777778}"
1889213710,"{'home': 4.9079754601226995, 'work': 20.02314814814815}"
3269276472,"{'home': 0.0, 'work': 0.11574074074074073}"
1776798945,"{'home': 0.81799591002045, 'work': 0.4629629629629629}"
1097414213,"{'home': 7.566462167689162, 'work': 16.89814814814815}"
1704084074,"{'home': 0.81799591002045, 'work': 2.5462962962962963}"
1615743184,"{'home': 11.451942740286299, 'work': 13.657407407407407}"
2502653563,"{'home': 19.018404907975462, 'work': 21.99074074074074}"
1809098785,"{'home': 3.476482617586912, 'work': 5.092592592592593}"
1662766362,"{'home': 2.2494887525562373, 'work': 4.74537037037037}"
1337970873,"{'home': 2.8629856850715747, 'work': 3.8194444444444446}"
1971861621,"{'home': 3.067484662576687, 'work': 8.912037037037036}"
2014024365,"{'home': 2.044989775051125, 'work': 6.365740740740741}"
1400887105,"{'home': 6.952965235173824, 'work': 14.930555555555555}"
3421173722,"{'home': 0.408997955010225, 'work': 1.2731481481481481}"
1742566624,"{'home': 12.269938650306749, 'work': 24.074074074074073}"
2549228714,"{'home': 5.112474437627812, 'work': 4.976851851851852}"
1885217980,"{'home': 0.81799591002045, 'work': 0.8101851851851851}"
1283493053,"{'home': 2.658486707566462, 'work': 6.481481481481481}"
1191258123,"{'home': 0.408997955010225, 'work': 0.9259259259259258}"
2032265563,"{'home': 0.2044989775051125, 'work': 0.3472222222222222}"
1670697373,"{'home': 0.6134969325153374, 'work': 2.7777777777777777}"
3160227432,"{'home': 4.294478527607362, 'work': 4.976851851851852}"
1215031834,"{'home': 2.658486707566462, 'work': 5.439814814814815}"
1496913734,"{'home': 10.224948875255624, 'work': 15.277777777777779}"
1618051664,"{'home': 8.384458077709612, 'work': 21.180555555555554}"
1627825392,"{'home': 4.703476482617587, 'work': 10.300925925925926}"
1403915120,"{'home': 2.4539877300613497, 'work': 6.365740740740741}"
1932383433,"{'home': 5.112474437627812, 'work': 10.069444444444445}"
1790597487,"{'home': 6.134969325153374, 'work': 5.324074074074074}"
1956368137,"{'home': 1.8404907975460123, 'work': 5.902777777777778}"
3228016330,"{'home': 2.044989775051125, 'work': 2.083333333333333}"
1419517335,"{'home': 0.0, 'work': 0.3472222222222222}"
2647566747,"{'home': 6.134969325153374, 'work': 9.143518518518519}"
1245881412,"{'home': 0.408997955010225, 'work': 0.5787037037037037}"
1585354514,"{'home': 2.2494887525562373, 'work': 4.62962962962963}"
1444865141,"{'home': 1.8404907975460123, 'work': 3.4722222222222223}"
1187986757,"{'home': 1.2269938650306749, 'work': 3.935185185185185}"
2029723712,"{'home': 1.6359918200409, 'work': 2.662037037037037}"
1700709963,"{'home': 4.9079754601226995, 'work': 12.5}"
1258256457,"{'home': 8.1799591002045, 'work': 4.62962962962963}"
2205860842,"{'home': 0.6134969325153374, 'work': 2.662037037037037}"
1464928160,"{'home': 1.4314928425357873, 'work': 6.018518518518518}"
1192515960,"{'home': 0.6134969325153374, 'work': 0.6944444444444444}"
1194329420,"{'home': 2.044989775051125, 'work': 4.976851851851852}"
2834256503,"{'home': 1.2269938650306749, 'work': 3.356481481481482}"
1764222885,"{'home': 12.678936605316974, 'work': 12.152777777777777}"
1726432853,"{'home': 0.408997955010225, 'work': 1.2731481481481481}"
2365961811,"{'home': 6.134969325153374, 'work': 13.425925925925927}"
2516683113,"{'home': 5.930470347648262, 'work': 5.671296296296297}"
1198920804,"{'home': 0.6134969325153374, 'work': 2.5462962962962963}"
3169959511,"{'home': 1.0224948875255624, 'work': 1.6203703703703702}"
1502150350,"{'home': 2.4539877300613497, 'work': 5.092592592592593}"
2642800334,"{'home': 1.4314928425357873, 'work': 2.5462962962962963}"
1708942053,"{'home': 0.81799591002045, 'work': 2.5462962962962963}"
1605926357,"{'home': 1.0224948875255624, 'work': 0.11574074074074073}"
1256947091,"{'home': 3.6809815950920246, 'work': 7.986111111111111}"
1952225710,"{'home': 7.157464212678937, 'work': 6.944444444444445}"
1195230310,"{'home': 1.0224948875255624, 'work': 1.0416666666666665}"
1707314224,"{'home': 0.81799591002045, 'work': 2.7777777777777777}"
1336593085,"{'home': 6.952965235173824, 'work': 14.004629629629632}"
1223354542,"{'home': 4.4989775051124745, 'work': 8.796296296296296}"
1729736051,"{'home': 13.29243353783231, 'work': 19.675925925925927}"
1810565032,"{'home': 4.703476482617587, 'work': 5.787037037037037}"
3227910883,"{'home': 3.6809815950920246, 'work': 6.481481481481481}"
1237869662,"{'home': 1.0224948875255624, 'work': 0.6944444444444444}"
1142648704,"{'home': 14.92842535787321, 'work': 24.88425925925926}"
2562810123,"{'home': 11.451942740286299, 'work': 18.055555555555554}"
1538379561,"{'home': 1.0224948875255624, 'work': 1.1574074074074074}"
2105807580,"{'home': 1.6359918200409, 'work': 2.083333333333333}"
1634365454,"{'home': 2.8629856850715747, 'work': 6.018518518518518}"
1233227211,"{'home': 0.2044989775051125, 'work': 0.4629629629629629}"
1198367585,"{'home': 11.042944785276074, 'work': 15.74074074074074}"
1906766607,"{'home': 3.476482617586912, 'work': 8.217592592592593}"
1218478775,"{'home': 0.408997955010225, 'work': 1.6203703703703702}"
1007343817,"{'home': 0.0, 'work': 0.0}"
1195031270,"{'home': 5.316973415132924, 'work': 7.523148148148148}"
1220291284,"{'home': 1.6359918200409, 'work': 2.083333333333333}"
1645101450,"{'home': 1.2269938650306749, 'work': 1.7361111111111112}"
1645823934,"{'home': 1.4314928425357873, 'work': 6.1342592592592595}"
2619711941,"{'home': 2.044989775051125, 'work': 2.7777777777777777}"
1623270792,"{'home': 3.2719836400818, 'work': 10.76388888888889}"
2794665971,"{'home': 2.658486707566462, 'work': 2.5462962962962963}"
3200440947,"{'home': 1.2269938650306749, 'work': 0.3472222222222222}"
1749268803,"{'home': 2.044989775051125, 'work': 3.7037037037037033}"
1567762360,"{'home': 5.521472392638037, 'work': 13.773148148148149}"
1890443153,"{'home': 1.4314928425357873, 'work': 3.2407407407407405}"
1191258655,"{'home': 0.81799591002045, 'work': 0.4629629629629629}"
1648237865,"{'home': 3.476482617586912, 'work': 4.861111111111112}"
2126136193,"{'home': 5.112474437627812, 'work': 7.75462962962963}"
1935084477,"{'home': 5.930470347648262, 'work': 14.004629629629632}"
1644419370,"{'home': 0.2044989775051125, 'work': 0.3472222222222222}"
1640571365,"{'home': 3.6809815950920246, 'work': 8.449074074074074}"
1408607913,"{'home': 0.2044989775051125, 'work': 1.5046296296296295}"
3668293823,"{'home': 3.6809815950920246, 'work': 11.458333333333332}"
1649438714,"{'home': 0.0, 'work': 0.6944444444444444}"
1737847545,"{'home': 2.8629856850715747, 'work': 3.587962962962963}"
1313716912,"{'home': 0.408997955010225, 'work': 1.0416666666666665}"
1629810574,"{'home': 0.2044989775051125, 'work': 0.0}"
1609875432,"{'home': 2.4539877300613497, 'work': 2.314814814814815}"
2910277907,"{'home': 0.6134969325153374, 'work': 0.8101851851851851}"
1761179351,"{'home': 2.044989775051125, 'work': 1.5046296296296295}"
2919798051,"{'home': 4.294478527607362, 'work': 6.597222222222222}"
2404232393,"{'home': 0.408997955010225, 'work': 2.8935185185185186}"
1413304027,"{'home': 0.408997955010225, 'work': 0.6944444444444444}"
1701401324,"{'home': 9.611451942740286, 'work': 22.22222222222222}"
1042940955,"{'home': 2.658486707566462, 'work': 7.060185185185184}"
1864955721,"{'home': 2.2494887525562373, 'work': 2.5462962962962963}"
1191262305,"{'home': 3.476482617586912, 'work': 3.4722222222222223}"
1670037065,"{'home': 0.2044989775051125, 'work': 0.4629629629629629}"
2150758415,"{'home': 9.406952965235174, 'work': 17.939814814814813}"
2216366835,"{'home': 2.044989775051125, 'work': 3.356481481481482}"
2455778015,"{'home': 1.0224948875255624, 'work': 0.5787037037037037}"
1417037145,"{'home': 2.044989775051125, 'work': 5.555555555555555}"
1706987705,"{'home': 7.770961145194274, 'work': 6.712962962962964}"
1791403142,"{'home': 0.408997955010225, 'work': 0.9259259259259258}"
1656809190,"{'home': 1.6359918200409, 'work': 1.3888888888888888}"
2009101365,"{'home': 4.703476482617587, 'work': 9.143518518518519}"
1003763994,"{'home': 0.2044989775051125, 'work': 0.9259259259259258}"
1036663592,"{'home': 1.6359918200409, 'work': 2.083333333333333}"
1646068663,"{'home': 1.6359918200409, 'work': 4.050925925925926}"
1494720324,"{'home': 10.838445807770961, 'work': 24.76851851851852}"
2759526793,"{'home': 1.8404907975460123, 'work': 3.8194444444444446}"
2035895904,"{'home': 7.566462167689162, 'work': 14.23611111111111}"
1670071920,"{'home': 0.0, 'work': 0.23148148148148145}"
1645215240,"{'home': 0.408997955010225, 'work': 0.6944444444444444}"
1249159055,"{'home': 2.658486707566462, 'work': 4.861111111111112}"
2929571482,"{'home': 3.6809815950920246, 'work': 1.6203703703703702}"
1672392695,"{'home': 0.6134969325153374, 'work': 2.430555555555556}"
2134671703,"{'home': 0.408997955010225, 'work': 0.5787037037037037}"
1829464883,"{'home': 5.316973415132924, 'work': 12.38425925925926}"
1886477075,"{'home': 4.703476482617587, 'work': 4.513888888888888}"
1191220232,"{'home': 0.408997955010225, 'work': 1.6203703703703702}"
1197362373,"{'home': 2.044989775051125, 'work': 0.6944444444444444}"
1319911982,"{'home': 0.0, 'work': 0.0}"
1405603123,"{'home': 1.4314928425357873, 'work': 5.092592592592593}"
1737979690,"{'home': 4.4989775051124745, 'work': 11.574074074074074}"
1862506300,"{'home': 9.202453987730062, 'work': 14.467592592592593}"
1110550747,"{'home': 2.658486707566462, 'work': 6.712962962962964}"
1746274673,"{'home': 0.0, 'work': 0.0}"
2423763501,"{'home': 3.2719836400818, 'work': 1.8518518518518516}"
1748852693,"{'home': 4.4989775051124745, 'work': 2.199074074074074}"
2089358175,"{'home': 2.2494887525562373, 'work': 4.976851851851852}"
1677126410,"{'home': 3.476482617586912, 'work': 7.4074074074074066}"
1497327642,"{'home': 1.4314928425357873, 'work': 5.092592592592593}"
1771140437,"{'home': 2.044989775051125, 'work': 2.199074074074074}"
1563926367,"{'home': 0.6134969325153374, 'work': 0.23148148148148145}"
2065625733,"{'home': 0.0, 'work': 0.3472222222222222}"
1497390470,"{'home': 6.5439672801636, 'work': 8.217592592592593}"
1749127163,"{'home': 2.8629856850715747, 'work': 4.976851851851852}"
2439589765,"{'home': 2.2494887525562373, 'work': 2.430555555555556}"
2718604160,"{'home': 0.2044989775051125, 'work': 0.3472222222222222}"
2147283903,"{'home': 4.703476482617587, 'work': 8.564814814814815}"
1867709227,"{'home': 0.2044989775051125, 'work': 0.0}"
1264080891,"{'home': 1.4314928425357873, 'work': 4.282407407407407}"
1233488674,"{'home': 3.476482617586912, 'work': 8.101851851851851}"
3220647951,"{'home': 0.6134969325153374, 'work': 0.4629629629629629}"
2309623245,"{'home': 0.6134969325153374, 'work': 1.5046296296296295}"
1830438495,"{'home': 5.521472392638037, 'work': 8.333333333333332}"
1249424622,"{'home': 10.020449897750511, 'work': 23.61111111111111}"
2373286762,"{'home': 1.0224948875255624, 'work': 2.662037037037037}"
2313983925,"{'home': 1.4314928425357873, 'work': 6.828703703703703}"
3762390271,"{'home': 1.0224948875255624, 'work': 4.976851851851852}"
1922542315,"{'home': 0.6134969325153374, 'work': 0.11574074074074073}"
3099016097,"{'home': 5.521472392638037, 'work': 5.324074074074074}"
1188552450,"{'home': 0.0, 'work': 0.0}"
1676368781,"{'home': 2.8629856850715747, 'work': 3.125}"
1495332165,"{'home': 2.8629856850715747, 'work': 8.449074074074074}"
1435160552,"{'home': 2.4539877300613497, 'work': 7.291666666666667}"
1691761292,"{'home': 0.6134969325153374, 'work': 0.3472222222222222}"
1195300800,"{'home': 0.6134969325153374, 'work': 0.8101851851851851}"
1144393351,"{'home': 2.658486707566462, 'work': 8.912037037037036}"
1270468784,"{'home': 0.408997955010225, 'work': 0.3472222222222222}"
2710524643,"{'home': 0.2044989775051125, 'work': 0.4629629629629629}"
1893801487,"{'home': 10.429447852760736, 'work': 20.71759259259259}"
1182391231,"{'home': 0.81799591002045, 'work': 2.7777777777777777}"
1596329427,"{'home': 2.8629856850715747, 'work': 10.300925925925926}"
1666680885,"{'home': 1.2269938650306749, 'work': 0.9259259259259258}"
2044679991,"{'home': 1.8404907975460123, 'work': 2.314814814814815}"
1751195602,"{'home': 3.2719836400818, 'work': 1.9675925925925926}"
1710044952,"{'home': 0.0, 'work': 0.23148148148148145}"
1098978745,"{'home': 1.4314928425357873, 'work': 3.356481481481482}"
2315355472,"{'home': 5.112474437627812, 'work': 7.523148148148148}"
1728551812,"{'home': 7.975460122699387, 'work': 10.185185185185185}"
1113218211,"{'home': 3.2719836400818, 'work': 5.208333333333334}"
1182389073,"{'home': 6.339468302658487, 'work': 12.152777777777777}"
1495033135,"{'home': 1.2269938650306749, 'work': 2.7777777777777777}"
